,tweetID,tweet_text,tweet_class
1109,2.66E+17,"patch & aol send hurricane sandy relief truck long island , nj _MENTIOM_ _URL_",not_excl
1577,2.64E+17,_RT_ : _MENTIOM_ please rt _URL_ . help affect hurricane take moment .,request
2319,2.66E+17,_RT_ : help delicious karma support relief effort hurricane sandy _URL_,request
1519,2.65E+17,watch _MENTIOM_ `` hurricane sandy : come together `` benefit # sandy victim tweet _MENTIOM_ storm relief effort . _URL_,request
811,2.64E+17,t-mobile & open network restore service hurricane sandy victim _URL_ # teamblackberry,not_excl
382,2.64E+17,"barrington , here 's help # hurricane # sandy survivor _URL_",not_excl
1830,2.66E+17,hudson overflow ( charity single hurricane sandy relief ) _URL_,request
77,2.65E+17,"gift card still available _NUM_ % . would like donate jacket clothing hurricane victim , ... _URL_",request
308,2.63E+17,obama romney stop campaign spending donate rest campaign fund help hurricane victim .,not_excl
1489,2.65E+17,help help da victim hurricane sandy . significant portion commission i 'm donate _NUM_ red cross ! _URL_ rt,request
268,2.64E+17,donate planning service help find local donation fundraiser help victim hurricane sandy .,not_excl
1969,2.64E+17,use itunes support hurricane sandy relief : apple american red cross ... _URL_ # tech # apple,request
1115,2.64E+17,lotta great raffle item help hurricane sandy relief effort . thanks donate ! _URL_,not_excl
2555,2.65E+17,hundred american red cross donor center still open hurricane sandy . red cross ask eligible donor give .,request
2491,2.65E+17,_RT_ : donate # nbc_NUM_ hurricane # sandy relief fund assist red cross . call : _NUM_-_NUM_- nbc-wcau thru midnig http : / ...,request
650,2.64E+17,damn go way rt . _NUM_ make uturn ... hurricane fuck hella light !,not_excl
1530,2.64E+17,church electricity . still power . help u help victim hurricane sandy . _NUM_ % support go directly victim .,request
309,2.63E+17,amsterdam ave . _NUM_rd st . ( _NUM_/_NUM_ / _NUM_ _MENTIOM_ : _NUM_am ) # frankenstorm # stormwatch # hurricane _MENTIOM_ height _URL_,not_excl
167,2.64E+17,"spokane , here 's help # hurricane # sandy survivor _URL_",not_excl
1999,2.64E+17,"effect hurricane sandy , thought ... help donation go _URL_ please rt",request
26,2.64E+17,help hurricane relief new york city ... volunteer : ... _URL_,request
2392,2.65E+17,"journalist ( featurewell _MENTIOM_.com ) major u . . paper seek american expat anywhere give time , energy , money hurricane sandy relief .",request
1917,2.63E+17,_RT_ : help victim hurricane sandy right umcor : text word response _NUM_ give immediate $ _NUM_ donat ...,request
1439,2.63E+17,thought prayer everyone affect # hurricane # sandy . visit _URL_ lot useful information . stay safe guy .,request
2254,2.65E+17,"_NUM_ way waste weekend , want help hurricane victim _URL_ w / relief address breezy point / far rockaway",request
2614,2.65E+17,"three charity help hurricane sandy victim ; plenty , it 's start : _URL_",request
802,2.63E+17,_MENTIOM_ close _NUM_/_NUM_ & _NUM_/_NUM_ aftermath hurricane sandy saint day . university reopen _NUM_/_NUM_ . stay safe . # sandy,not_excl
1201,2.65E+17,softbank donate $ _NUM_ hurricane sandy relief effort | softbank corp . _URL_ # softbank,not_excl
2487,2.66E+17,send hurricane sandy relief supply via amazon wish list : _URL_,request
684,2.65E+17,"today spin journey playlist inspire last night 's red cross telethon come together , hurricane relief ... _URL_",not_excl
2397,2.65E+17,_RT_ : itunes accept donation hurricane sandy relief _URL_ via _MENTIOM_,request
1455,2.66E+17,_RT_ : embrace east coast spirit & join hurricane sandy relief effort . read honest help & ...,request
714,2.66E+17,justify romney campaign obama go help hurricane victim b / c make look bad he president tf ?,not_excl
1424,2.65E+17,_RT_ : please help affect hurricane # sandy . text redcross _NUM_ make $ _NUM_ donation ... _URL_,request
2653,2.64E+17,_RT_ : attn follower : help suppo_RT_ donate m_NUM_d ' hurricane # sandy relief _MENTIOM_ ! link : _URL_ ...,request
882,2.64E+17,help toyota support american red cross : toyota donate $ _NUM_ million support hurricane sandy relief effort : _URL_,not_excl
2198,2.65E+17,: please help american red cross help hurricane sandy 's path : _URL_ know ha ... _URL_,request
2276,2.65E+17,donate hurricane sandy new jersey relief fund : _URL_ _MENTIOM_ # rebuild # restore # nj # jerseystrong,request
31,2.64E+17,hurricane sandy cancel _NUM_ blood drive : help - huffington post : timehurricane sandy cancel _NUM_ bl ... _URL_,request
2046,2.64E+17,_RT_ fb page `` help staten island pet ( hurricane sandy relief ) . `` ask people show w / supply distribute .,request
2529,2.65E+17,_RT_ : individual interested donate hurricane # sandy recovery effort : _URL_ . business : _URL_ ...,request
2459,2.65E+17,hurricane sandy relief fundraiser _URL_,request
1620,2.66E+17,_RT_ : brooklyn public library bookmobile help hurricane sandy relief . donate : _URL_,request
2565,2.66E+17,"_RT_ : new york still need much help friend . , please donate help hurricane sandy victim . text redcros ...",request
522,2.66E+17,crowdfunding streamline aid victim sandy future disaster : hurricane sandy astonish ... _URL_,not_excl
488,2.65E+17,skankyourart : gawkercom : president obama comfort woman new jersey whose marina damage hurricane _URL_,not_excl
718,2.66E+17,"staten island official : hurricane sandy victim rebuild red cross ' little , late ' _URL_",not_excl
2376,2.63E+17,_RT_ : red cross need $ hurricane relief effort : text redcross _NUM_ make $ _NUM_ donation - please join make qu ...,request
1993,2.64E+17,# news itunes accept red cross donation hurricane sandy victim _URL_,request
1184,2.64E+17,we 'd like fan know radio pledge $ _NUM_ hurricane sandy victim nyc .,not_excl
1364,2.64E+17,hess corporation donate $ _NUM_ million hurricane relief new york new jersey _URL_,not_excl
2762,2.65E+17,"donate $ _NUM_ hurricane sandy victim . text convoy _NUM_ . , would n't want help ? rt text ! _MENTIOM_ plz rt !",request
832,2.65E+17,listen hurricane sandy relief concert # staystrongjersey,not_excl
1107,2.63E+17,local organization ready help hurricane victim : local volunteer head call na ... _URL_ # baltimore,not_excl
1354,2.66E+17,_MENTIOM_ : mcdonald 's lends hand hurricane sandy victim _URL_,not_excl
2432,2.64E+17,' _MENTIOM_ itunes accept red cross donation hurricane sandy victim : apple wednesday make b ... _URL_,request
549,2.65E+17,awwww .. kind zinga turn plant wither futile attempt `` help `` victim hurricane sandy ! ... _URL_ via,not_excl
2612,2.64E+17,join _MENTIOM_ # sandyhelp live telethon tonight _NUM_/ _NUM_c raise fund _MENTIOM_ hurricane relief effort . _URL_,request
2520,2.64E+17,people affect # hurricane # sandy need help ! text redcross _NUM_ donate $ _NUM_ . go _URL_,request
2086,2.65E+17,# sandyhelp easy donate help hurricane sandy folk . go itunes phone !,request
1338,2.65E+17,medtronic foundation donate $ _NUM_ hurricane sandy relief effort _URL_ # pressrelease # news,not_excl
1634,2.65E+17,_MENTIOM_ follow _MENTIOM_ donate $ _NUM_ first _NUM_k new follower support hurricane sandy relief effort . thanks chris,request
2140,2.65E+17,_MENTIOM_ : donate _MENTIOM_ help hurricane # sandynj relief effort _URL_ love bruce !,request
747,2.65E+17,donald trump donate anything hurricane sandy relief effort ?,not_excl
2283,2.65E+17,local collection drive hurricane sandy relief _URL_ read neighbor # lochlomond # manassas,request
1811,2.64E+17,"hi sozo friends ! _NUM_ % sale , thru weekend , go toward sandy hurricane relief effort . drink coffee ... _URL_",request
839,2.64E+17,heart go volunteer agency try help victim hurricane sandy . daunt task . god bless .,not_excl
1183,2.64E+17,big ups dwade jason kidd donate money tonight 's knicks-heat game help hurricane sandy relief . # nba # sandy,not_excl
514,2.65E+17,_MENTIOM_ contact _MENTIOM_ benefit show great cause hurricane sandy relief effort < _NUM_,not_excl
2575,2.65E+17,join _NUM_ ktu tomorrow morning donation drive benefiting victim hurricane # sandy . detail : _URL_,request
223,2.65E+17,us-wanted hafiz saeed figure offer aid hurricane victim _URL_ # medium # pakistan,not_excl
515,2.66E+17,_NUM_ company help hurricane sandy victim _URL_,not_excl
935,2.65E+17,volunteer donate staten island hurricane sandy victim _URL_ _MENTIOM_,not_excl
2128,2.65E+17,# sandy please donate # redcross _MENTIOM_ . org # text _NUM_ donate help victim hurricane sandy also go # sandyhelp,request
2316,2.66E+17,"help american # redcross # hurricane relief . donate : visit _URL_ , call _NUM_-_NUM_- helpnow , text redcross _NUM_ .",request
209,2.65E+17,volunteer red cross hurricane sandy disaster relief,not_excl
989,2.65E+17,# helpsandy watch hurricane sandy : come together . donate $ _NUM_ text redcross _NUM_ . every penny help . pls help .,not_excl
1824,2.65E+17,check hurricane sandy relief ... _URL_,request
1056,2.64E+17,disney announce $ _NUM_ million commitment hurricane sandy relief rebuild effort _URL_ # disneysmmoms,not_excl
1214,2.65E+17,_NUM_ % commission # redcross hurricane # sandy # relief fund _URL_ < pls rt # art # photo # beauty,not_excl
1252,2.66E+17,heart break people . donate _MENTIOM_ help animal affect hurricane # sandy : _URL_ # sandypets,not_excl
1878,2.66E+17,funky fashion ricaso hurricane sandy relief effort usa heart : ... _URL_ _MENTIOM_,request
2202,2.65E+17,hey ya 'll know make feel good today ? donate red cross help hurricane sandy victim _URL_,request
338,2.63E+17,# obama : visit _URL_ info . prepare family storm ... # hurricane # sandy,not_excl
2126,2.65E+17,help affect hurricane sandy # sandyhelp text redcross _NUM_ make $ _NUM_ donation,request
484,2.66E+17,"# movie hurricane sandy relief roundup : jersey shore cast live special , abc set star-studded phone ban ... _URL_",not_excl
1067,2.64E+17,make donation hurricane sandy : raise money breezy point . check ! _URL_ via _MENTIOM_,not_excl
2228,2.65E+17,mon _NUM_ - vision & cvr ent set hurricane sandy relief funds.you could donate like . goal raise _NUM_ million $,request
387,2.65E+17,_RT_ : go _URL_ _URL_ find help survivor hurricane sandy . ht ...,not_excl
2791,2.63E+17,"_RT_ : aid recovery hurricane # sandy , text redcross _NUM_ make $ _NUM_ donation visit _URL_ .",request
1358,2.64E+17,_RT_ : help beverage company keep come . coca-cola co pledge $ _NUM_ mil help hurricane sandy relief effort . also ...,not_excl
2404,2.65E+17,# newjersey lend hand new york . hurricane sandy relief fund : donate directly itunes go directly red cross - _NUM_ _NUM_ help,request
490,2.63E+17,tell blowhard donald trump donate $ _NUM_ mil red cross hurricane relief effort ! _URL_ _MENTIOM_ # thedon,not_excl
2194,2.65E+17,# photography ( fee ) : please help american red cross help hurricane sandy 's path : http : ... _URL_ _MENTIOM_,request
2066,2.64E+17,_MENTIOM_ please help u spread page . try gain help hurricane victim nj . _URL_,request
1537,2.64E+17,_MENTIOM_ _MENTIOM_ support hurricane sandy relief effort buy screensaver ! _URL_,request
313,2.63E+17,_NUM_ _NUM_ foot storm surge expect ny / nj coastline # hurricane # sandy,not_excl
227,2.65E+17,"_RT_ : idaho volunteer help hurricane sandy victim , abc air special ... - kivi-tv : idaho volunteer ... _URL_ ...",not_excl
2543,2.64E+17,_RT_ : need help - tomorrow 's game collect donation red cross take care hurricane victim . ...,request
56,2.64E+17,_RT_ : volunteer / donate hurricane sandy relief effort : _URL_,request
1138,2.64E+17,yankee donate $ _NUM_ hurricane sandy relief fund . that 's ? cheap bastard ! # yankeessuck # fuckthat,not_excl
679,2.65E+17,watch hurricane sandy relief concert tv _MENTIOM_,not_excl
1607,2.65E+17,help affect hurricane sandy - text redcross _NUM_ donate $ _NUM_ american red cross disaster relief .,request
2531,2.65E+17,"_MENTIOM_ please rt _NUM_ help animal victim hurricane sandy ! need food , water , crate , etc",request
360,2.65E+17,_RT_ : want help people recover sandy ? here 's wnyc 's `` help `` hurricane relief page : _URL_,not_excl
2583,2.63E+17,help affect # hurricane # sandy : donate red cross text `` redcross `` _NUM_ _URL_,request
1197,2.65E+17,"_MENTIOM_ : nfl , nflpa donate $ _NUM_ million hurricane sandy relief : _URL_ . really ? that 's ? asshole .",not_excl
1288,2.66E+17,_MENTIOM_ : dolphin owner stephen ross donate $ _NUM_ support hurricane sandy recovery effort . take note athlete .,not_excl
2192,2.65E+17,donate _NUM_ % money hurricane relief effort nyc . _NUM_ reliable source : _URL_ _URL_,request
633,2.63E+17,everyone basslinefamily would like send thought prayer victim hurricane sandy . everyday 's blessing,not_excl
2739,2.65E+17,another photo ! _NUM_ percent go red cross hurricane sandy relief # sandynj wonder bar asbury _URL_ via _MENTIOM_,request
947,2.64E+17,john c . reilly use ' wreck-it ralph ' press tour help victim hurricane ... - _URL_ _URL_,not_excl
390,2.65E+17,live blog : abc 's ' day give ' help hurricane sandy victim _URL_,not_excl
1792,2.66E+17,_RT_ : # dayofgiving help hurricane sandy victim call _NUM_-_NUM_-_NUM_ til noon . hotline open _NUM_pm _MENTIOM_,request
2199,2.65E+17,robin hood : learn help hurricane relief effort _URL_,request
704,2.65E+17,shout people lose home hurricane _MENTIOM_ would like pray kid familys one love ! !,not_excl
1923,2.63E+17,_MENTIOM_ _MENTIOM_ please r / donate hurricane sandy victim simple text message : _URL_,request
788,2.64E+17,would go long way help hurricane family ! _RT_ : it 's _NUM_ : two ( cont ) _URL_,not_excl
51,2.64E+17,hurricane sandy cancel _NUM_ blood drive : help . _URL_,request
1968,2.64E+17,_MENTIOM_ = > help hurricane sandy victim & customer text `` redcross `` _NUM_ donate $ _NUM_ . _MENTIOM_ _MENTIOM_,request
2609,2.66E+17,_RT_ : help hurricane sandy victim look extremely sexy pic ~ ! # redcross # sandy # help _MENTIOM_ ! _URL_ ...,request
2674,2.64E+17,devastation hurricane horrible . make sure afford donate american red cross ... _URL_,request
995,2.64E+17,i 'm donate bag clothes hurricane relief include sequin cocktail dress . i 've officially turn cher clueless .,not_excl
2038,2.64E+17,text redcross _NUM_ donate $ _NUM_ hurricane sandy relief effort visit _URL_ donate ! everything help ! - mb,request
1914,2.63E+17,"_RT_ : aid effect hurricane sandy , txt `` storm `` _NUM_ donate $ _NUM_ call _NUM_-_NUM_- sal-army _URL_ ...",request
418,2.64E+17,"want help victim hurricane sandy , check charity bbb first : _URL_",not_excl
2799,2.65E+17,_RT_ : re-shout _MENTIOM_ : let 's help hurricane sandy victim ! ! text convoy _NUM_ ! ! $ _NUM_ donation go relief effort ! ! ...,request
1365,2.64E+17,feel happy see _MENTIOM_ help victim hurricane # sandy : ) great job pacha < _NUM_ love !,not_excl
2176,2.65E+17,# sandyhelp text _NUM_ redcross donate $ _NUM_ hurricane effort,request
1926,2.63E+17,red cross accept donation hurricane sandy relief . support effort $ _NUM_ donation text redcross,request
2598,2.65E+17,_RT_ : let 's help hurricane sandy victim ! ! text convoy _NUM_ ! ! $ _NUM_ donation go relief effort ! ! ! !,request
1333,2.64E+17,"_RT_ : viacom , disney donate $ _NUM_m hurricane sandy relief effort - cbs news _URL_",not_excl
2371,2.65E+17,_MENTIOM_ text redcross _NUM_ donate $ _NUM_ hurricane sandy relief . please rt help u ! ! ! # sandyhelp,request
109,2.64E+17,"toronto , here 's help # hurricane # sandy survivor _URL_",not_excl
1539,2.65E+17,_MENTIOM_ _MENTIOM_ there 's hurricane sandy emergency fund . red cross . we 're red cross ! find online ! : - ),request
364,2.64E+17,"`` talk hurricane survivor , help clean `` _MENTIOM_ _MENTIOM_",not_excl
100,2.66E+17,help victim hurricane sandy | parenting start _URL_,request
1569,2.66E+17,_RT_ : _MENTIOM_ _MENTIOM_ _MENTIOM_ bake sale foster _MENTIOM_ ... _NUM_/_NUM_ proceeds donate hurricane victim _URL_ ...,request
2328,2.66E+17,hurricane sandy relief - - donate uft disaster relief fund [ edwize ] _URL_,request
2280,2.65E+17,rt donate via smartphone _NUM_ hurricane sandy relief # dayofgiving click _URL_ pls give generously !,request
1575,2.63E+17,really good site anyone want make donation help people affect hurricane sandy _URL_,request
1736,2.66E+17,paramount ( official website ) strong island hurricane sandy relief concert feature script p _URL_,request
925,2.65E+17,"wine , food , beer , family # goodtimes come jersey help hurricane relief spend time wit _URL_",not_excl
1783,2.65E+17,help affect hurricane # sandy ! # nj # newjersey # nyc _URL_ via _MENTIOM_,request
27,2.64E+17,"_RT_ : help victim hurricane sandy . go _URL_ , donate $ _NUM_ , text redcross _NUM_ .",request
1725,2.64E+17,_RT_ : help support affect hurricane sandy ... come together live benefit concert tonight _NUM_p big screen . ...,request
2056,2.64E+17,help victim hurricane sandy donating united way hurricane sandy recovery fund . visit ... _URL_,request
414,2.65E+17,colorado relief organization mobilize help hurricane victim cbs denver _URL_,not_excl
146,2.64E+17,"syracuse , here 's help # hurricane # sandy survivor _URL_",not_excl
499,2.64E+17,"west hollywood , here 's help # hurricane # sandy survivor _URL_",not_excl
2558,2.64E+17,_NUM_ % purchase donate affected hurricane sandy part designer drawer 's brief relief . _MENTIOM_,request
1,2.63E+17,_RT_ : help : volunteer hurricane sandy shelter storm pass : _URL_ _URL_,request
1039,2.65E+17,donate $ _NUM_ hurricane sandy # gooddeed # donate _URL_,not_excl
37,2.64E+17,# superstormsandy hurricane sandy cancel _NUM_ blood drive : help - huffington post _URL_,request
471,2.64E+17,_MENTIOM_ romney donate campaign money hurricane sandy relief ? _URL_ `` _MENTIOM_,not_excl
873,2.65E+17,"nbc say raise nearly $ _NUM_ million last night 's fundraiser hurricane sandy / red cross . yay lovely , charitable people !",not_excl
1241,2.66E+17,# skateboard terry kennedy payday donate hurricane sandy relief _URL_,not_excl
970,2.63E+17,justin bieber & celebs tweet support hurricane sandy victim _URL_ pls retweet follow _MENTIOM_ # celebrity,not_excl
2028,2.64E+17,have n't already please give rt ! photo videos _MENTIOM_ # hurricane # sandy relief effort : _URL_ please rt,request
262,2.64E+17,bmw north america give $ _NUM_ million american red cross hurricane sandy relief : ... _URL_ # bmwblog,not_excl
1302,2.66E+17,thank everyone attend # daec_NUM_ mass - - raise $ _NUM_ _MENTIOM_ ' hurricane relief effort !,not_excl
316,2.63E+17,# thanksdonald choose donate _NUM_ million hurricane relief . tell friend wonderful deed # sandy _MENTIOM_,not_excl
1029,2.63E+17,# thanksdonald donation hurricane sandy victim ! also son hot _MENTIOM_,not_excl
229,2.64E+17,_RT_ : chicago bull ( official site ) > > chicago bull join nba partner support hurricane sandy relief effort h ...,not_excl
2530,2.65E+17,_RT_ : hey twitterverse ! ! text word convoy _NUM_ donate $ _NUM_ hurricane sandy relief effort ! !,request
1167,2.64E+17,shout charles woodson donate much hurricane relief effort . # manoftheyear,not_excl
680,2.65E+17,watch sting nbc hurricane sandy relief show ... nice ...,not_excl
543,2.63E+17,_RT_ tell blowhard donald trump donate $ _NUM_ million red cross hurricane relief effort ! amen !,not_excl
1020,2.65E+17,_MENTIOM_ _MENTIOM_ know woodson donate $ _NUM_ hurricane sandy relief effort ? !,not_excl
2723,2.66E+17,would like help people get impacted hurricane sandy call _NUM_-_NUM_ help,request
166,2.64E+17,"de moines , here 's help # hurricane # sandy survivor _URL_",not_excl
1341,2.65E+17,shout wade donate check tonight 's game hurricane sandy relief . that 's $ _NUM_,not_excl
415,2.66E+17,_RT_ : # nj hire people * * lose # job hurricane # sandy * * . visit _URL_ call _NUM_-_NUM_-_NUM_-_NUM_ .,not_excl
2265,2.65E+17,design hurricane sandy relief . urge get involve buy shirt . _NUM_ % proceeds _URL_,request
29,2.64E+17,_RT_ : volunteer hurricane sandy relief east coast . lot way help : _URL_,request
534,2.66E+17,impressed company go extra mile help victim hurricane # sandy _URL_,not_excl
2444,2.65E+17,kick day give _MENTIOM_ . hope you 'll donate hurricane relief : _NUM_-_NUM_- help-now _URL_,request
2566,2.65E+17,hurricane sandy telethon there 's still help . donate relief effort ... _URL_,request
2396,2.65E+17,_MENTIOM_ help hurricane sandy relief effort buy screensaver : _URL_,request
1821,2.64E+17,"way help hurricane sandy victim : _URL_ , _NUM_-_NUM_- sal-army ( _NUM_-_NUM_ ) , text `` storm `` _NUM_ ... _URL_",request
858,2.65E+17,# salute _RT_ marine begin hurricane sandy relief work queen staten island _URL_,not_excl
491,2.64E+17,"online consignment shop thredup launch digital fundraising platform call group , raise money hurricane _URL_",not_excl
2805,2.64E+17,donate hurricane sandy relief fund hoboken _URL_,request
1328,2.64E+17,_RT_ : # ff _MENTIOM_ _MENTIOM_ - donate $ _NUM_ million # hurricane # sandy relief ! ! # csr # disastergiving _URL_,not_excl
978,2.65E+17,author donate book proceeds red cross hurricane sandy relief fund ...,not_excl
566,2.64E+17,pope pray victim hurricane sandy _URL_,not_excl
922,2.65E+17,i 'm donate royalty fee hurricane sandy design zazzle . com american red cross help storm _URL_,not_excl
1244,2.66E+17,_RT_ : atlantic city strip club donate $ _NUM_ lap dance hurricane sandy victim : atlantic city strip club ac doll ... h ...,not_excl
1880,2.63E+17,_RT_ : today obama campaign send another email ask donation red cross hurricane sandy .,request
1942,2.64E+17,_RT_ : _RT_ : keep tweet go hurricane sandy relief help spread word & get aid ...,request
780,2.63E+17,_RT_ : breaking : donald trump donate $ _NUM_ million hurricane relief effort everyone admit hurricane sandy start kenya,not_excl
2057,2.64E+17,text redcross _NUM_ donate $ _NUM_ hurricane relief . # hurricanesandy,request
498,2.64E+17,": ny state ml < info _MENTIOM_-state-mls.com > date : november _NUM_ , _NUM_ , _NUM_:_NUM_ : _NUM_ edt subject : housing hurricane ... _URL_",not_excl
530,2.65E+17,"tune benefit concert victim hurricane sandy , tonight nbc _NUM_ : _NUM_pm . christina aguilera , jon non jovi , bill joel , et al .",not_excl
806,2.63E+17,cruise line island damage hurricane sandy : several cruise line report sandy-related damage ... _URL_ # travel,not_excl
291,2.64E+17,_MENTIOM_ since you 've do amazing work haiti please recommend org direct donation hurricane relief ?,not_excl
1362,2.64E+17,_RT_ : disney announce $ _NUM_ million contribution hurricane # sandy relief rebuild effort : _URL_,not_excl
1261,2.66E+17,"dolphin , ross donate hurricane sandy relief effort _URL_",not_excl
2736,2.66E+17,_RT_ : please help hurricane sandy victim . need food clothing ! donate see attached poster ! _URL_,request
1245,2.66E+17,baby robinson cano donate _NUM_ thousand dollar help w . destruction hurricane : ) aww,not_excl
686,2.65E+17,you 've get least _NUM_ donate red cross hurricane sandy victim ? ? ? # bullshit,not_excl
2353,2.66E+17,_MENTIOM_ fund raiser hurricane sandy victim _URL_ book $ _NUM_ profit go fund raiser - u help ?,request
604,2.66E+17,"new york yankee collect distribute donation victim hurricane sandy , mean alex rodriguez hand goose egg .",not_excl
2668,2.63E+17,_RT_ : text sandy _NUM_ give $ _NUM_ hurricane # sandy relief globalgiving . _URL_ term : _URL_ ...,request
2082,2.65E+17,"# sandyhelp please text redcross _NUM_ donate $ _NUM_ east coast devastate hurricane sandy , call _NUM_-_NUM_- helpnow",request
220,2.65E+17,_RT_ : hailo suppo_RT_ ' hurricane relief effort & match donation . please help : http : / / ...,not_excl
1321,2.65E+17,_RT_ : romeo donate _NUM_k hurricane sandy relief effort _URL_,not_excl
2414,2.65E+17,hey _MENTIOM_ plz rt : help hurricane # sandy relief donate _MENTIOM_ point _MENTIOM_ _URL_,request
769,2.64E+17,photo : gawkercom : president obama comfort woman new jersey whose marina damage hurricane ... _URL_,not_excl
682,2.65E+17,get ta enjoy next since he 'll leave ny / nj tomorrow help hurricane relief,not_excl
2040,2.64E+17,network good - great list place help support hurricane sandy relief _URL_,request
433,2.64E+17,fun fact - mitt romney accept donation hurricane relief pretend like it 's really stuff he 's donate ..,not_excl
95,2.65E+17,philly ! we 'll collect supply / clothes & non-perishable food item mon & tues _MENTIOM_ . please help victim hurricane # sandy .,request
1847,2.64E+17,housebound : proceeds benefit red cross 's hurricane sandy fund _URL_ _URL_,request
507,2.65E+17,_RT_ : help get word . rt hurricane # sandy resource link . _URL_ # ny # specialneeds # nyc # autism ...,not_excl
1571,2.65E+17,buy book help hurricane sandy victim : _URL_ via _MENTIOM_,request
822,2.64E+17,_MENTIOM_ big smile rescue great reward . i 've learn via hurricane hugo volunteer red cross .,not_excl
1882,2.64E+17,# hurricane sandy relief program : _URL_ # wepay,request
815,2.64E+17,donald trump donate $ _NUM_ million relief effort hurricane sandy instead try seek attention everyone,not_excl
321,2.63E+17,let 's go mom would like get mall hurricane sandy blow u away,not_excl
1518,2.65E+17,_MENTIOM_ contact green thumb # nyc _URL_ post-hurricane # sandy relief effort donation,request
838,2.64E+17,_RT_ : obama 's big labor buddy give enormous `` screw `` new jersey 's hurricane # sandy victim : _URL_ # tcot,not_excl
2231,2.65E+17,please donate hurricane sandy relief : _URL_,request
238,2.64E+17,wonder help affect hurricane ..,not_excl
2307,2.65E+17,_MENTIOM_ help hurricane sandy victim . text convoy _NUM_ donate $ _NUM_ ! # rt please ! ! ; ),request
2812,2.65E+17,"home state hit hard hurrican sandy . help hurricane victim brooklyn , staten island , ny ... _URL_",request
264,2.63E+17,take today remember support impact hurricane sandy make donation red cross ... _URL_,not_excl
2351,2.66E+17,compile list donate safely hurricane sandy victim ... please help ! another coastal ... _URL_,request
1447,2.64E+17,"salina , here 's help # hurricane # sandy survivor _URL_",request
1748,2.63E+17,_RT_ : help hurricane sandy victim _URL_,request
2707,2.64E+17,"_RT_ : would like support hurricane sandy relief _MENTIOM_ locate outside atlantic city , nj ...",request
1911,2.63E+17,_MENTIOM_ please ask follower text redcross _NUM_ make $ _NUM_ donation _MENTIOM_ help hurricane relief thanks,request
827,2.63E+17,"_RT_ : flight ( cx _NUM_ , _NUM_ ) / hk new york affect hurricane sandy _NUM_/_NUM_ . detail _URL_ ...",not_excl
504,2.64E+17,njed disaster relief | teachercast _URL_ want help hurricane sandy ? # njed # edchat,not_excl
2181,2.65E+17,donate red cross help victim hurricane sandy .,request
1437,2.64E+17,_RT_ : graffiti artist : art show benefit victim hurricane sandy . contact u ...,request
1356,2.63E+17,shout kellogg 's ( kellogg company ) donate $ _NUM_ worth food help hurricane ... _URL_,not_excl
2289,2.65E+17,support new york _RT_ donate # dayofgiving help suffer hurricane # sandy ? go : _URL_,request
1826,2.65E+17,golf news veteran day golf out aid hurricane sandy relief - _URL_ _URL_ # golf,request
